,name,category,subcategory,price,created_at,purchase_opportunity,description
972,Moxie Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,50.0,2021-05-19 15:33:50-06:00,Yes,"The Moxie Indoor / Outdoor Rug is the perfect piece for any space that needs an extra touch of warmth and durability. Easy to clean and designed to stand up to heavy foot traffic, we created this rug with a loose plaid pattern that lends an inviting touch to everything from patios to mud rooms."
973,Maven Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,79.99,2020-07-16 12:00:22-06:00,Yes,"﻿With contrasting hues of dark gray and white, the Maven Indoor / Outdoor Rug uses crossed lines to direct the eye and give a feeling of containment and cohesion to the rug. Made on a loom using recycled polyester, the Maven Indoor / Outdoor Rug is soft to the touch and has no pile, making it easy to clean and ideal for high-traffic or outdoor areas. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
974,Belleville Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,50.0,2020-10-06 12:02:59-06:00,Yes,"On a background of neutral cream, thin detailed lines of warm tan come together to create a banded design on our Belleville Indoor / Outdoor Rug. Crafted on a loom with recycled polyester, this gorgeous, simple rug is soft to the touch and has no pile, making it easy to clean and perfect for high-traffic indoor or outdoor areas. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
975,Summit Blue Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,38.99,2020-07-16 12:00:26-06:00,Yes,"﻿Perfect for high traffic areas, this rug is crafted from recycled polyester on a loom. Its no pile design is easily cleaned, and as soft as a wool rug. Styled indoors or out, its simple striped motif effortlessly anchors your space while adding the perfect hint of color. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
976,Bavaria Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,140.0,2020-02-07 14:07:59-07:00,Yes,"﻿With a neutral, striped motif, our Bavaria Rug looks great both indoors or out. Woven on a loom, this rug features a reversible design while lending durability to the high traffic areas of your home or your outdoor entertaining space.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
977,Jamestown Stripe Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,39.99,2019-01-10 10:12:51-07:00,Yes,"Our Jamestown rug is handwoven in India from recycled materials by skilled artisans. While crafted to withstand the outdoor elements, its cotton feel and look makes it comfortable and pretty enough for indoor spaces too! We designed its deep green stripes to beautifully layer with a doormat or set the tone with outdoor furniture on top. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
978,Granada Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,175.0,2019-10-04 13:23:37-06:00,Yes,"Sophisticated with a modern touch, the Granada Rug makes its presence known wherever it’s placed. Anchoring your living room design, or adding dimensional texture to your patio furniture, its unique woven pattern lends subtle contrast without overwhelming your space. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
979,Edina Plaid Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,104.99,2019-11-14 15:02:54-07:00,Yes,"With an ultra-durable design, the Edina Plaid Rug brings comfort to both your indoor and outdoor spaces. A wider take on the standard plaid motif, varying stripes with gray tones contrast against a dark blue background for the perfect amount of visual interest. Great for high traffic areas, this rug can be sprayed off when dirty, and it’s reversible!
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
980,Penfield Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,60.0,2021-03-04 15:51:46-07:00,Yes,"Bold with contrast, the Penfield Indoor / Outdoor Rug has a pronounced presence. With a mixed style of a contemporary palette and hand-woven natural material, the textile is a casual yet elevated detail in any space. Soft to the touch and crafted for high-traffic areas, the Penfield Indoor / Outdoor Rug is as versatile as it is aesthetically inspiring.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
981,Beaufort Plaid Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,104.99,2021-09-03 10:24:22-06:00,Yes,"With an ultra-durable design, the Beaufort Plaid Rug brings comfort to both your indoor and outdoor spaces. A new take on a classic plaid motif, ivory and blush hues contrast against a white background for the perfect amount of visual interest. Great for high traffic areas, this rug can be sprayed off when dirty, and it’s reversible!
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
982,Newton Rug,Outdoor,Indoor / Outdoor Rugs,170.0,2020-07-16 12:00:23-06:00,Yes,"﻿Hand woven by skilled artisans using time-honored techniques, the Newton Rug features a 100% wool construction for both quality and durability. With a transitional motif, this rug was woven with a clean, timeless aesthetic in mind, using blue-gray tones to anchor your space with the perfect hint of color. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
983,Burgos Indoor / Outdoor Reversible Rug,Outdoor,Indoor / Outdoor Rugs,69.99,2019-10-04 13:23:37-06:00,Yes,"Crafted with an unmatched versatility in mind, the Burgos Rug gives you two looks in one with its reversible design. Anchoring your living room or your patio space, its durable, high-quality construction stands up to even the most robust wear and tear. 

Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
984,Amherst Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,50.0,2020-10-06 12:02:58-06:00,Yes,"In cream and deep gray plaid, the Amherst Indoor / Outdoor Rug uses a crisscross pattern and long, delicate fringe to give warmth and motion to your floors. Soft to the touch and loomed with recycled polyester, this rug has no pile and is easy to clean — perfect for high-traffic indoor or outdoor areas. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
985,Summit Gray Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,38.99,2020-07-16 12:07:18-06:00,Yes,"﻿Perfect for high traffic areas, this rug is crafted from recycled polyester on a loom. Its no pile design is easily cleaned, and as soft as a wool rug. Styled indoors or out, its simple striped motif effortlessly anchors your space while adding the perfect hint of color. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
986,Torrance Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,150.0,2020-12-17 13:48:42-07:00,Yes,"﻿The Torrance Rug plays with classic plaid in a palette of cool cream and charcoal. Its welcoming feel and indoor / outdoor construction make it a perfect piece to layer with doormats to add a cozy charm and elevated feel to your doorway vignettes.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
987,Wilmington Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,19.99,2020-10-06 12:03:02-06:00,Yes,"﻿Varied texture in the Wilmington Indoor / Outdoor Rug brings an organic, natural feel, and its gray and beige palette creates moments of light breathability. This no-pile rug is easy to clean, made on a loom with recycled polyester that is soft to the touch and perfect for outdoor or high-traffic spaces.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
988,Banton Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,150.0,2020-12-17 13:48:42-07:00,Yes,"﻿Playfully flannel-inspired, the Banton Rug is suited for indoor / outdoor use and its petite size is a gorgeous way to layer doormats in an outdoor entryway. Pronounced hues of blue are complemented by a warm, blush-hued beige and accents of cream, lending direction and interest to porch vignettes.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
989,Premium Indoor Rug Pad,Outdoor,Indoor / Outdoor Rugs,29.0,2019-05-07 10:46:40-06:00,Yes,"The only rug pad we use! Your feet will thank you when you use this rug pad in any room of your home. It provides cushion, insulation, a no-slip grip and protection for your floors. It can be used on both hard and carpeted surfaces."
990,Augustine Plaid Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,60.0,2019-01-10 10:12:50-07:00,Yes,"We designed our Augustine rug with outdoor durability and elegant versatility in mind. Handwoven in India from recycled materials, it’s able to withstand the outdoor elements yet remains as soft and beautiful as cotton. Whether used indoors for high traffic areas or outdoors––layered under a doormat or grounding your patio furniture––this modern plaid immediately updates both spaces alike.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
991,Birmingham Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,70.0,2016-11-01 12:06:14-06:00,Yes,"A durable, reliable, and eco-friendly indoor/outdoor rug in classic stripes of black and ivory. 
 Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
992,Tattersal Black Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,60.0,2018-10-24 09:45:26-06:00,Yes,"Just like our best-selling Cotton Tattersall Rug, but made to be even more durable! This Tattersall Black Indoor/Outdoor Rug is both fun and sophisticated––bringing personality to every room it’s in.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
993,Melange Black Stripe Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,80.0,2018-10-24 09:44:35-06:00,Yes,"Rugged meets refined in our Melange Black Stripe Rug. A sophisticated pattern in a flat twill weave brings dimension to your space. Washable and scrubbable, this rug is perfect for placing indoors or outdoors.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
994,Morella Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,150.0,2020-02-07 14:08:11-07:00,Yes,"﻿Neutral tones create the striped motif of our Bavaria Rug. Crafted on a loom for both indoor and outdoor use, this rug features a reversible design while lending durability to the high traffic areas of your home or your outdoor entertaining space. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
995,Zhara Ivory Stripe Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,135.0,2018-10-24 09:45:48-06:00,Yes,"Warm up your space in look and personality with the Zhara Ivory Stripe Indoor/Outdoor Rug. Its playful weaving patterns are rich with tactile texture and Moroccan appeal. Not only soft underfoot, it’s made to withstand even the most highly trafficked areas.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
996,Midland Gray Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,45.0,2021-03-15 13:20:09-06:00,Yes,"Understated and durable, the Midland Gray Indoor / Outdoor Rug has a flat woven pile that has a rich texture and is easy to maintain. Crafted from weather-resistant fibers in a simple motif, this versatile rug adds a mature touch to patios, dining spaces, and mudrooms. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
997,Haugen Braided Indoor / Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,180.0,2019-06-04 10:41:23-06:00,Yes,"Durable with a classic weave-like construction for dimension, our Essen Braided Rug lends sophisticated woven texture to both indoor and outdoor spaces. Easy to care for, its neutral color palette anchors your space with refined style.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
998,Midland Taupe Indoor/Outdoor Rug,Outdoor,Indoor / Outdoor Rugs,45.0,2021-03-15 13:20:10-06:00,Yes,"Understated and durable, the Midland Taupe Indoor / Outdoor Rug has a flat woven pile that has a rich texture and is easy to maintain. Crafted from weather-resistant fibers in a simple motif, this versatile rug adds a mature touch to patios, dining spaces, and mudrooms. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
999,Lagrange Charcoal Rug,Outdoor,Indoor / Outdoor Rugs,70.0,2021-03-15 13:20:06-06:00,Yes,"Bringing the beauty of both durability and design, the Lagrange Charcoal Rug gives playful warmth to your space. Handwoven in a coastal-chic style, this easy to clean, sophisticated piece comes in a stunning charcoal palette. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
1000,Avis Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,118.0,2021-05-19 15:34:00-06:00,Yes,"With a 100% polyester fill and soft all-performance fabric, the Avis Indoor/Outdoor Pillow has a subtle botanical design that brings the detailed attention of indoor textiles outdoors. Its muted green palette adds an inviting tone to the space, creating a soft layer of texture and pattern."
1001,Calais Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,108.0,2021-05-19 15:34:02-06:00,Yes,"Softness is an essential luxury in outdoor pillows, and the Calais Indoor / Outdoor Pillow checks all our boxes. Its ultra-soft PET material is both comfortable and practical, giving an all-performance element to this aesthetic piece. Its subtle cross-hatched pattern in a subdued blue palette is beautiful and versatile, and its 100%, non-removable polyester fill gives the Calais pillow the perfect outdoor comfort."
1002,Westview Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,128.0,2021-10-13 15:00:53-06:00,Yes,"A palette of muted camel and cream gives the Westview Indoor / Outdoor Pillow a warm, inviting tone. Its material is soft to the touch, and its woven texture has a casual feel. In a design that blends durability with aesthetic, the Westview Indoor / Outdoor Pillow is complete with a non-removable, 100% polyester fill."
1003,Paley Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,88.0,2021-05-19 15:34:14-06:00,Yes,"In a neutral palette and casual design, the Paley Indoor / Outdoor Pillow brings softness and comfort to outdoor lounging. Crafted from all-performance fabric and given a non-removable 100% polyester fill, the Paley pillow gives a layer of practical comfort to your space, regardless of the weather."
1004,Etta Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,108.0,2020-10-14 08:50:54-06:00,Yes,"The Etta Indoor / Outdoor Pillow is lively and fun, a perfect companion to your outdoor spaces. Its charming tassels and varied texture take the place of a formal pattern, adding interest and playfulness to the textile. Crafted to be both soft to the touch and weather resistant, the Ettan Indoor / Outdoor Pillow can stay at play as long as you do."
1005,Sahar Outdoor Throw,Outdoor,Outdoor Pillows & Throws,78.0,2021-05-19 15:34:15-06:00,Yes,"In a neutral beige palette and classic striped pattern, the Sahar Outdoor Throw brings indoor comforts outdoors. Its versatility allows it to pair with nearly any outdoor furniture piece, creating an inviting feel that is comfortable and soft."
1006,Farin Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,108.0,2020-10-14 08:50:55-06:00,Yes,"With contrasting colors, the Farin Indoor / Outdoor Pillow has a ribbed texture and a beautiful lined pattern that plays well with other textiles. Its weather-resistant fabric is soft to the touch, bringing the indoor comforts outside."
1007,Trish Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,128.0,2020-10-14 09:08:07-06:00,Yes,"Soft rose and cream hues bring a delightfully endearing feel to the Trish Indoor/Outdoor Pillow Cover. Its layered tones and simple pattern give it a muted, subdued presence while its coloring adds a delicate touch to its personality."
1008,Waldon Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,128.0,2020-10-14 08:50:59-06:00,Yes,"One of our most unique pillows, the Waldon Indoor / Outdoor Pillow has a gradient, tone-on-tone pattern of bold and hazy stripes. In a palette of gray, black, and cream, this neutral pillow brings striking detail to your outdoor furniture. Crafted to be both soft to the touch and weather resistant, this pillow is as durable and versatile as it is beautiful."
1009,Ivy Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,88.0,2020-10-14 08:50:56-06:00,No,"Unexpectedly playful, the ivy Indoor / Outdoor Pillow brings whimsy to outdoor lounge sets. Fringed with chunky tassels, the pattern on this pillow mixes dotted lines and stripes in a muted palette directing the eyes to its detailed fringe. Weather resistant, the Ivy Indoor / Outdoor Pillow is durable enough to sit out in the sun with you while also bringing soft comfort to your outdoor space."
1010,Lindley Indoor/Outdoor Pillow,Outdoor,Outdoor Pillows & Throws,88.0,2020-10-14 08:50:57-06:00,Yes,"Warm and neutral, the Lindley Indoor / Outdoor Pillow is weather resistant and soft to the touch. With a comfortable feel and a classic style, the Lindley accentuates and elevates your outdoor lounge furniture and is weather resistant."
1011,Olya Cement Planter,Outdoor,Outdoor Planters & Pots,14.0,2021-06-24 16:20:23-06:00,Yes,"Rustic and charming, the Olya Cement Planter brings worn stoneware to the patio. Its highly textural design is complemented by its simple form, adding balance to its overall aesthetic. Crafted from stoneware in a durable design, this piece lends a sense of stability and visual weight to outdoor styling."
1012,Glazed Stoneware Planter,Outdoor,Outdoor Planters & Pots,40.0,2021-02-10 13:56:13-07:00,Yes,"Lively yet neutral, this Glazed Stoneware Planter pairs a dimensional ombre glazed finish with a unique knobbed detail, to create a distinctive visual presence. Fill this piece with your favorite greenery, and place around the home to add light and life to the space."
1013,Brass Garden Tags (Set of 4),Outdoor,Outdoor Planters & Pots,24.0,2021-08-11 13:11:25-06:00,Yes,"The Brass Garden Tags give your outdoor planters and pots an elevated, organized feel. In a classic finish of brass, this set of tags brings a sense of life and timelessness to the garden."
1014,Sauvie Stoneware Planter,Outdoor,Outdoor Planters & Pots,52.0,2020-10-09 17:20:31-06:00,Yes,"The Sauvie Stoneware Planter uses a tapered, delicate form and natural, earthy texture from its stoneware material to add personality and character to patios and greenery. Its petite size is charming, and is weather resistant to be used either indoors or outdoors."
1015,Terracotta Outdoor Planter,Outdoor,Outdoor Planters & Pots,208.0,2021-06-24 16:20:31-06:00,Yes,"Rustic and rugged, the Terracotta Outdoor Planter has a worn feel and aged terracotta finish. Its take on a traditional planter gives structure and an organic design to the outdoor space, creating a feel of gentle patina to your garden."
1016,Amboy Planter,Outdoor,Outdoor Planters & Pots,36.0,2020-10-09 17:20:28-06:00,Yes,"Available in two distinct silhouettes, the Amboy Planter has a beautiful, subtle texture and a soft gray color. With rugged yet subdued edges, this decorative piece has a deliberate feel in construction and palette."
1017,Textured Concrete Pot,Outdoor,Outdoor Planters & Pots,160.0,2021-02-10 13:56:45-07:00,Yes,"Beautifully etched with horizontal lines, this Textured Concrete Pot brings an organic, earthy element to your space. Its tan hue is both bright and grounding, making it easily styled either alone or with florals and greenery."
1018,Ladd Stoneware Planter,Outdoor,Outdoor Planters & Pots,34.0,2020-10-09 17:20:30-06:00,Yes,"Speckled and lively, the Ladd Stoneware Planter uses its naturally expressive stone to bring earthy texture to greenery. Small and petite, the Ladd Stoneware Planter can be used either indoors or outdoors, adding personality to your porches or living spaces."
1019,Bodie Fiberstone Planter,Outdoor,Outdoor Planters & Pots,68.0,2020-10-14 08:50:53-06:00,Yes,"In a blend of poly and natural materials, the Bodie Fiberstone Planter is weather proof and available in a variety of silhouettes. With a rough concrete texture, this beautiful outdoor planter adds variety and intentionality to your outdoor living spaces."
1020,Textured Ceramic Pot,Outdoor,Outdoor Planters & Pots,5.0,2021-02-10 13:56:44-07:00,Yes,"Our Textured Ceramic Pot makes its presence known with its herringbone detail and softly waved edges. The neutral cream and beige color scheme allows its form and pattern to make an impression, adding coastal, sun-touched elements to console and built-in vignettes."
1021,Handled Planter Basket,Outdoor,Outdoor Planters & Pots,65.0,2021-06-24 16:20:22-06:00,Yes,"Intricately woven in poly-rattan, the Handled Planter Basket has a clever box design with rounded edges. Lined with a plastic insert, this piece is ready to handle small indoor plants or standalone as a textural addition to home decor."
1022,Nessa Ceramic Pot,Outdoor,Outdoor Planters & Pots,22.0,2020-10-02 17:03:08-06:00,Yes,"Textural appeal abounds with the eye-catching dimension of the Nessa Ceramic Pot. Crafted with vertical flutes that draw the eye up to any arrangement it holds, its bright white surface is finished with a gritty glaze, creating even more visual interest."
1023,Escalante Planter,Outdoor,Outdoor Planters & Pots,66.99,2020-10-02 17:03:05-06:00,Yes,"Handcrafted in Ohio by Gina DeSantis, the Escalante Planter features a wheel thrown tapered shape, and an undulating surface for unprecedented dimension. Crafted from brown stoneware clay and finished in a beige glaze, unique bronze accents bring just the right amount of subtle contrast to this unique planter."
1024,Edene Ceramic Planter,Outdoor,Outdoor Planters & Pots,108.0,2021-06-24 16:20:20-06:00,Yes,"Subtly textured stoneware adds unique character to the Edene Ceramic Planter. Reminiscent of the stoneware in an intentional, well-loved garden, this indoor planter acts as a dimensional accent and adds personality wherever it is styled."
1025,Porous Footed Pot,Outdoor,Outdoor Planters & Pots,62.99,2021-02-10 13:56:30-07:00,Yes,"Crafted from modern earthenware, this Porous Footed Pot is naturally textured and completed with a reactive glaze that scatters warm brown across the soft gray finish. Its beautifully curved, pedestal-style form adds elegance to its organic look, creating seamless cohesion with your style. Though not 100% waterproof due to its porous nature, this pot complements either faux or surrounding greenery."
1026,Striped Clay Planter,Outdoor,Outdoor Planters & Pots,24.0,2021-04-15 09:36:50-06:00,Yes,"Textural and organic, the Striped Clay Planter uses clay and a simple colored glaze to create a rustic piece. Each planter is handmade, making no two exactly alike. Its material is not entirely waterproof, so we recommend incorporating a saucer into the planter or using an insert to prevent damage."
1027,Hood Dipped Stoneware Planter,Outdoor,Outdoor Planters & Pots,29.99,2020-10-09 17:20:29-06:00,Yes,"Give personality to your plants with the Hood Dipped Stoneware Planter. Its delicate, carved lines add dimensional pattern to the piece, and its stoneware bottom adds texture that grounds the planter with earthy style."
1028,Nuri Planter,Outdoor,Outdoor Planters & Pots,72.0,2021-05-19 15:34:12-06:00,Yes,"Woven in rattan, the Nuri Planter has a squared shape that features rounded corners and dramatic lines. Lined with a plastic insert, this piece is suited for indoor plants and brings texture to the natural elements you place within it."
1029,Colorblocked Woven Planter,Outdoor,Outdoor Planters & Pots,89.99,2020-05-05 15:48:24-06:00,Yes,"With a colorblocked look, the white stripe along the base of this woven planter instantly draws the eye to anything placed within its classic form. From housing your favorite outdoor plant styled under a roofed front porch, or placed indoors with greenery to add more dimension and texture, this planter is a perfect year-round addition to your everyday decor. 
This item is handmade and may vary in size."
1030,Topanga Planter,Outdoor,Outdoor Planters & Pots,36.0,2020-12-01 10:00:33-07:00,Yes,"Bring playfulness to your space with the Topanga Planter. Speckled with brown, this ceramic piece is glazed in a beige finish for an organic feel that highlights warm tones. Its subtle yet detailed palette is complemented by the planter’s unique wide mouth and shallow, tapered form, making a statement wherever it is placed."
1031,White Footed Pot,Outdoor,Outdoor Planters & Pots,78.0,2021-06-08 10:01:59-06:00,Yes,"Scalloped edges detail the top of this White Footed Pot, completing its curved form with a whimsical touch. With its white matte finish, this piece offers a clean but classic appearance that is easily styled with a variety of greenery."
1032,Natural Cement Planter (Set of 2),Outdoor,Outdoor Planters & Pots,30.0,2021-04-15 09:36:40-06:00,Yes,"Crafted from cement with the look of woven cane, our Natural Cement Planter set brings added durability to its on-trend design. Styled within your home, this planter set offers a warm hue lending both depth and dimension and with ease."
1033,Bolsa Planter,Outdoor,Outdoor Planters & Pots,36.0,2020-12-01 10:00:31-07:00,Yes,"Blending form and function, the Bolsa Planter has a wide, tapered shape that is unique in its form and texture. Its reactive glaze creates speckles of rich brown across the beige surface, giving personality and dimension to your space. Crafted from ceramic, this eclectic planter makes a statement whether styled alone or filled with greenery."
1034,Lattice Planter (Set of 2),Outdoor,Outdoor Planters & Pots,38.0,2021-04-15 09:36:37-06:00,Yes,"Beautifully latticed in an oval design, the Lattice Planter lends an organic touch to your living spaces. Its lattice boasts natural texture, with an artistic feel that makes its coastal design accessible to a variety of styles. Greenery highlights its natural material, amplifying the delightfully earthy touch these planters bring to your space."
1035,Ceramic Handled Pot,Outdoor,Outdoor Planters & Pots,44.0,2021-02-10 13:56:04-07:00,Yes,"With a warm green-brown hue, the Ceramic Handled Pot makes the most of its modern form bringing unparalleled depth to your home decor. Whether it’s styled in pairs, or simply adding dimension to your built-ins this pot adds just the right amount of visual interest."
1036,Lined Ceramic Pot,Outdoor,Outdoor Planters & Pots,144.0,2021-02-10 13:56:20-07:00,Yes,"Deliberately textured with deep vertical lines, the contour of the Lined Ceramic Pot directs the eye with its intentional pattern. This neutral piece adds an organic touch to vignettes, and sits atop a smooth ceramic tray that gives the pot added finish."
1037,Marina Outdoor Planter,Outdoor,Outdoor Planters & Pots,40.0,2021-06-24 16:20:23-06:00,Yes,"Intricately woven in poly-rattan, the Marina Outdoor Planter has an elegant drum-shaped design. Lined with a plastic insert, this piece is ready to handle outdoor plants in covered areas, adding texture to the natural elements you place within it."
1038,Glossy Cream Garden Pots (Set of 3),Outdoor,Outdoor Planters & Pots,270.0,2020-02-26 15:15:13-07:00,Yes,"Resembling the build of heavy ceramic pots, our Glossy Cream Garden Pots are crafted from resin, fiberglass and stone making them extremely lightweight and portable. Featuring a classic cream hue, these pots add dimension to your outdoor or indoor areas with ease."
1039,Gray Cement Pot,Outdoor,Outdoor Planters & Pots,22.0,2021-09-02 13:30:44-06:00,No,"The Gray Cement Pot is petite but bold. Its natural texture is complemented by a modern shape, and its gray finish brings a dimensional tone to this exceptionally unique piece of decor."
1040,Lined Rattan Basket,Outdoor,Outdoor Planters & Pots,60.0,2019-05-15 15:50:20-06:00,No,"Our Lined Rattan Basket is the perfect solution for your indoor or outdoor needs. Styled with a pair of trees on your front porch, or filled with your favorite indoor plant, this basket is the best of both form and function with its natural rattan weave and industrial plastic lining."
1041,Eira Faceted Pot,Outdoor,Outdoor Planters & Pots,12.0,2020-06-10 11:16:47-06:00,Yes,"Hand-crafted with a keen attention to detail, the Eira Faceted Pot is created with a special clay and then hand-scratched for greater texture. With a creamy white color, and hand carved rim, this pot is stunningly simple yet incredibly textural."
1042,McGee & Co. Terracotta Planter,Outdoor,Outdoor Planters & Pots,22.0,2020-12-10 14:21:33-07:00,Yes,"Crafted from terracotta, the McGee & Co. Planter features an eye-catching crisp rust hue and classic design. Fitted with a saucer to catch extra water, this planter is the perfect addition to your indoor or outdoor styling."
1043,McGee & Co. Planter,Outdoor,Outdoor Planters & Pots,32.0,2020-08-06 14:37:20-06:00,Yes,"Crafted from stoneware, the McGee & Co. Planter features an eye-catching crisp white hue and classic design. Fitted with a saucer to catch extra water, this planter is the perfect addition to your indoor or outdoor styling."
1044,Golden Cement Pot,Outdoor,Outdoor Planters & Pots,18.0,2019-12-19 14:47:02-07:00,Yes,"Simplistic with a modern edge, the tonal hue of our Golden Cement Pot warms up your space with its warm rust and cream hue. Styled in pairs in your built-ins or holding your favorite flower arrangement, this vessel lends an added layer of interest with its weathered look and feel."
1045,Striped Clay Planter,Outdoor,Outdoor Accessories,24.0,2021-04-15 09:36:50-06:00,Yes,"Textural and organic, the Striped Clay Planter uses clay and a simple colored glaze to create a rustic piece. Each planter is handmade, making no two exactly alike. Its material is not entirely waterproof, so we recommend incorporating a saucer into the planter or using an insert to prevent damage."
1046,Colorblocked Woven Planter,Outdoor,Outdoor Accessories,89.99,2020-05-05 15:48:24-06:00,Yes,"With a colorblocked look, the white stripe along the base of this woven planter instantly draws the eye to anything placed within its classic form. From housing your favorite outdoor plant styled under a roofed front porch, or placed indoors with greenery to add more dimension and texture, this planter is a perfect year-round addition to your everyday decor. 
This item is handmade and may vary in size."
1047,Brass Garden Tags (Set of 4),Outdoor,Outdoor Accessories,24.0,2021-08-11 13:11:25-06:00,Yes,"The Brass Garden Tags give your outdoor planters and pots an elevated, organized feel. In a classic finish of brass, this set of tags brings a sense of life and timelessness to the garden."
1048,Textured Concrete Pot,Outdoor,Outdoor Accessories,160.0,2021-02-10 13:56:45-07:00,Yes,"Beautifully etched with horizontal lines, this Textured Concrete Pot brings an organic, earthy element to your space. Its tan hue is both bright and grounding, making it easily styled either alone or with florals and greenery."
1049,Branchy Wreath,Outdoor,Outdoor Accessories,155.0,2021-03-30 10:10:13-06:00,Yes,"Capturing the charm of autumn, the Branchy Wreath is an endearing start to a welcoming front door style. This gorgeous wreath brings changing autumn leaves to an array of branches and greenery, arranged in an intentional, unkempt design. Its design is what makes the piece so lovely, bringing a sense of whimsical warmth to the home."
